ts,provider_owner,gpu_model,bid_price_uact_per_block,reachable,time_to_ready_seconds,failure_reason
2026-08-18T00:05:42.652036+00:00,akash1am3sv9ac6yq6a4s2hkkcn6sd6723fpkp3en08s,rtx4090,462.865,True,33.5606,
2026-08-18T04:05:44.750138+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,35.9472,
2026-08-18T08:05:51.809339+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,40.4756,
2026-08-18T12:05:41.880931+00:00,akash1sevd2ymtty3dpq9ycxgkhuzzk4fe6mchqdwd4e,rtx3090,153.916,True,30.4377,
2026-08-18T16:05:45.635591+00:00,akash1am3sv9ac6yq6a4s2hkkcn6sd6723fpkp3en08s,rtx4090,462.865,True,35.0597,
2026-08-18T20:07:35.012897+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-19T00:06:41.79802+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,34.5415,
2026-08-19T04:05:51.205958+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,39.9456,
2026-08-19T08:07:37.678106+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,False,,never_reachable
2026-08-19T12:07:37.267306+00:00,akash1al463a2f6jvf506e73hx0329fwgwz66r7cpkhr,rtx5090,1194.42,False,,never_reachable
2026-08-19T16:05:43.268116+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,36.5105,
2026-08-19T20:05:45.144402+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,37.6669,
2026-08-20T00:07:36.792533+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-20T04:07:39.553452+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-20T08:07:39.155966+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-20T12:05:59.976221+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,47.2464,
2026-08-20T16:07:33.789128+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-20T20:06:06.339994+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,55.9556,
2026-08-21T00:05:38.31012+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,31.9078,
2026-08-21T04:05:40.969268+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,32.5094,
2026-08-21T08:05:43.506459+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,36.8105,
2026-08-21T12:05:45.10394+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,36.9979,
2026-08-21T16:07:35.38149+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-21T20:05:44.353176+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,35.1621,
2026-08-22T00:05:53.940343+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,43.1033,
2026-08-22T04:07:35.239292+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-22T08:07:34.636336+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-22T12:05:48.375938+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,42.4085,
2026-08-22T16:07:37.668325+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-22T20:06:09.57274+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,56.9401,
2026-08-23T00:05:47.781284+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,38.7467,
2026-08-23T04:06:01.362959+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,49.5375,
2026-08-23T08:07:32.788229+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-23T12:07:36.945619+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-23T16:07:38.514358+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-23T20:07:36.928816+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-24T00:06:04.282017+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,57.8625,
2026-08-24T04:06:11.879829+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,62.1622,
2026-08-24T08:05:55.38634+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,43.0957,
2026-08-24T12:05:40.546019+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,34.5141,
2026-08-24T16:07:35.609003+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
2026-08-24T20:05:56.32334+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,47.3122,
2026-08-25T00:05:42.09415+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,36.231,
2026-08-25T04:05:58.865005+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,188.389,True,47.0104,
2026-08-25T08:05:40.833608+00:00,akash16yr3wxt97ae045a06kr3ycde9srcgpg8syjxxm,,136.052,True,33.3281,
2026-08-25T12:07:37.41063+00:00,akash15tl6v6gd0nte0syyxnv57zmmspgju4c3xfmdhk,t4,191.878,False,,never_reachable
